3	953.60000000000002273737
5	1118.00000000000000000000
7	1270.20000000000004547474
9	1484.79999999999995452526
11	2160.19999999999981810106
13	2178.00000000000000000000
15	2290.19999999999981810106
17	2599.00000000000000000000
19	2943.40000000000009094947
21	3082.00000000000000000000
23	3322.19999999999981810106
25	3426.40000000000009094947
27	3789.19999999999981810106
29	4360.19999999999981810106
31	4216.00000000000000000000
33	4939.00000000000000000000
35	4969.39999999999963620212
37	5903.00000000000000000000
39	5496.39999999999963620212
41	5540.00000000000000000000
43	6372.00000000000000000000
45	6921.00000000000000000000
47	6087.39999999999963620212
49	6991.19999999999981810106
