3	1442.59999999999990905053
5	727.39999999999997726263
7	605.20000000000004547474
9	753.39999999999997726263
11	917.79999999999995452526
13	1076.20000000000004547474
15	1210.40000000000009094947
17	1440.79999999999995452526
19	1602.79999999999995452526
21	1751.20000000000004547474
23	1937.79999999999995452526
25	2222.19999999999981810106
27	2374.40000000000009094947
29	2566.40000000000009094947
31	2653.19999999999981810106
33	2901.40000000000009094947
35	3023.59999999999990905053
37	3231.80000000000018189894
39	3560.59999999999990905053
41	3863.19999999999981810106
43	4041.19999999999981810106
45	4129.60000000000036379788
47	4350.19999999999981810106
49	4660.80000000000018189894
